strategy,metric,mean,stddev,sample_count
original,pawc,2.09792,4.689571848748181,15
original,word_score,3.188506666666667,6.936421360828103,15
original,position_score,2.0697200000000002,4.445863336406102,15
original,subjective_relevance_calibrated,-2.1063654622255488,17.934707788756043,15
original,subjective_influence_calibrated,1.4934122903920384,17.940543755784468,15
original,subjective_uniqueness_calibrated,2.9802519493831547,13.587107384159628,15
original,subjective_diversity_calibrated,-0.5867968578868511,15.045956518137388,15
original,subjective_follow_up_calibrated,-0.8155041566324923,15.502875215911557,15
original,subjective_impression_calibrated,-0.044423537066188665,16.043576380423787,15
citation,pawc,9.823113333333335,15.652644032096424,15
citation,word_score,11.51726,14.986004913956986,15
citation,position_score,11.519453333333333,17.04959415863308,15
citation,subjective_relevance_calibrated,8.590468555909908,20.234444403921366,15
citation,subjective_influence_calibrated,11.68410939094368,15.716246625384553,15
citation,subjective_uniqueness_calibrated,12.01064746592562,20.05381303744228,15
citation,subjective_diversity_calibrated,8.906418415619465,19.481599309185572,15
citation,subjective_follow_up_calibrated,5.290202996812324,22.577825017093065,15
citation,subjective_impression_calibrated,9.656244887101224,17.619507099446487,15
statistics,pawc,2.723106666666667,5.36790510673879,15
statistics,word_score,3.8911666666666664,7.624841373494427,15
statistics,position_score,2.5880133333333335,4.907302111411796,15
statistics,subjective_relevance_calibrated,0.46295549012585774,21.964503670547323,15
statistics,subjective_influence_calibrated,0.7309715321453889,21.799817121085994,15
statistics,subjective_uniqueness_calibrated,2.9508810459304557,18.49499166344003,15
statistics,subjective_diversity_calibrated,2.940716825878376,19.96896906818749,15
statistics,subjective_follow_up_calibrated,6.198687567258899,18.73602056443256,15
statistics,subjective_impression_calibrated,2.3427932158483107,18.459061399188602,15
quotation,pawc,7.27628,10.619394165878095,15
quotation,word_score,9.949406666666667,13.958616920509131,15
quotation,position_score,6.348660000000001,8.777375288840215,15
quotation,subjective_relevance_calibrated,16.10932581168719,12.379198515863637,15
quotation,subjective_influence_calibrated,15.92060322168057,15.055325382681678,15
quotation,subjective_uniqueness_calibrated,9.598670829804739,23.002210817925025,15
quotation,subjective_diversity_calibrated,12.812314638832609,20.912946491384176,15
quotation,subjective_follow_up_calibrated,16.009177024004877,20.001601291568864,15
quotation,subjective_impression_calibrated,14.107765940044448,16.147531198722966,15
authoritative,pawc,6.619946666666666,10.910742015153604,15
authoritative,word_score,8.977733333333333,14.227611949187633,15
authoritative,position_score,6.794506666666668,10.98984120198979,15
authoritative,subjective_relevance_calibrated,7.857566795268064,14.57968213566847,15
authoritative,subjective_influence_calibrated,6.816408267147017,20.095147490790236,15
authoritative,subjective_uniqueness_calibrated,5.593822910011614,22.444208489045987,15
authoritative,subjective_diversity_calibrated,9.02640970915622,15.423215374554571,15
authoritative,subjective_follow_up_calibrated,8.36993867269728,16.003306860164006,15
authoritative,subjective_impression_calibrated,7.352540743161552,15.680748076264639,15
easy_to_understand,pawc,6.792066666666667,8.704119199195834,15
easy_to_understand,word_score,8.61946,10.855989120349323,15
easy_to_understand,position_score,7.086533333333334,8.47542511851316,15
easy_to_understand,subjective_relevance_calibrated,11.278386620192183,17.160863692018324,15
easy_to_understand,subjective_influence_calibrated,5.632094178753212,21.46616431498492,15
easy_to_understand,subjective_uniqueness_calibrated,7.2661023654696315,22.872132480698536,15
easy_to_understand,subjective_diversity_calibrated,5.277876351376109,16.61880054064742,15
easy_to_understand,subjective_follow_up_calibrated,9.332605974670187,14.724139821513496,15
easy_to_understand,subjective_impression_calibrated,8.608249345959077,16.408430696905445,15
unique_words,pawc,4.310313333333333,9.66666624590968,15
unique_words,word_score,5.646493333333334,12.699159804404758,15
unique_words,position_score,5.297773333333334,11.034143271258836,15
unique_words,subjective_relevance_calibrated,4.842479775136624,19.51033860089181,15
unique_words,subjective_influence_calibrated,5.6190730386101,15.023748838508677,15
unique_words,subjective_uniqueness_calibrated,6.913155397593649,12.811356655373729,15
unique_words,subjective_diversity_calibrated,6.923695514466273,14.720896019548285,15
unique_words,subjective_follow_up_calibrated,7.097006383343937,19.315606350548244,15
unique_words,subjective_impression_calibrated,6.707819629782122,13.596089585605572,15
keyword_stuffing,pawc,7.99534,13.031955433570644,15
keyword_stuffing,word_score,10.25084,16.156117875272955,15
